Order Date,Order ID,Product ID,Product Name,Customer ID,Order Value,Quantity,Shipping Method,Order Status
05-28-2024,ORD89461,P1008,Bluetooth Speaker,CUST1548,458.8,4,Standard,Cancelled
03/29/2022,ORD39784,P1002,Laptop,CUST2667,395.42,1,Standard,Cancelled
06/07/2024,ORD87848,P1002,Laptop,CUST4760,1041.3,2,Expedited,Shipped
10/26/2024,ORD66107,P1008,Bluetooth Speaker,CUST1793,1807.63,3,Standard,Delivered
10/08/2022,ORD35361,P1002,Laptop,CUST1447,695.54,1,Overnight,Cancelled
2024-09-08,ORD25258,P1006,Gaming Console,CUST9720,1143.28,4,Expedited,Cancelled
2024-02-01,ORD29304,P1007,4K TV,CUST5217,1905.01,4,Overnight,Cancelled
07/03/2025,ORD41324,P1005,Wireless Earbuds,CUST7348,1779.21,2,Overnight,Cancelled
03-09-2020,ORD66937,P1005,Wireless Earbuds,CUST4283,751.63,3,Expedited,Cancelled
07/28/2024,ORD42633,P1004,Smartwatch,CUST4410,74.34,4,Overnight,Cancelled
2025-04-21,ORD61435,P1004,Smartwatch,CUST6855,1685.05,5,Standard,Delivered
09/16/2021,ORD63659,P1005,Wireless Earbuds,CUST2547,1222.44,4,Overnight,Delivered
2024-03-22,ORD88352,P1009,External Hard Drive,CUST3343,590.74,1,Expedited,Delivered
2025-03-13,ORD18272,P1007,4K TV,CUST3923,192.69,5,Expedited,Shipped
02/01/2022,ORD41046,P1010,Mechanical Keyboard,CUST4853,932.25,4,Expedited,Pending
08-28-2021,ORD79077,P1001,Smartphone,CUST8971,1622.0,3,Overnight,Shipped
2022-10-23,ORD28964,P1002,Laptop,CUST9768,1450.75,5,Overnight,Cancelled
2020-05-08,ORD74792,P1008,Bluetooth Speaker,CUST4522,1624.81,3,Expedited,Shipped
2021-06-12,ORD63099,P1008,Bluetooth Speaker,CUST5307,1090.07,5,Expedited,Delivered
2025-01-08,ORD46595,P1008,Bluetooth Speaker,CUST4610,477.03,4,Overnight,Pending
2025-05-01,ORD13976,P1001,Smartphone,CUST4886,77.67,3,Expedited,Delivered
09/04/2025,ORD74512,P1006,Gaming Console,CUST7862,1954.92,1,Overnight,Delivered
2023-05-09,ORD49957,P1007,4K TV,CUST7351,343.36,3,Standard,Shipped
03-17-2023,ORD56795,P1008,Bluetooth Speaker,CUST3056,1990.18,5,Overnight,Cancelled
2022-07-09,ORD17794,P1009,External Hard Drive,CUST2833,796.83,1,Expedited,Cancelled
2025-02-08,ORD96122,P1010,Mechanical Keyboard,CUST1519,1260.87,5,Expedited,Pending
2023-02-01,ORD64519,P1003,Tablet,CUST2927,841.19,2,Expedited,Shipped
05-11-2025,ORD31232,P1003,Tablet,CUST4750,946.97,2,Expedited,Delivered
2020-08-01,ORD76431,P1004,Smartwatch,CUST2987,1816.74,1,Expedited,Cancelled
08/27/2022,ORD27260,P1002,Laptop,CUST8323,1702.75,2,Standard,Shipped
06-11-2023,ORD98972,P1002,Laptop,CUST5424,886.03,5,Standard,Cancelled
02-09-2024,ORD67083,P1006,Gaming Console,CUST6752,1014.06,5,Standard,Delivered
06/23/2020,ORD36294,P1010,Mechanical Keyboard,CUST7476,1716.17,4,Standard,Shipped
03/31/2020,ORD13470,P1004,Smartwatch,CUST1745,50.9,4,Overnight,Cancelled
07-08-2024,ORD98910,P1002,Laptop,CUST8741,979.01,5,Overnight,Cancelled
2023-04-01,ORD45561,P1007,4K TV,CUST4907,1827.55,2,Expedited,Shipped
05/21/2023,ORD75269,P1007,4K TV,CUST5823,368.34,3,Standard,Shipped
05-25-2022,ORD15161,P1001,Smartphone,CUST6600,1958.33,4,Overnight,Shipped
12/05/2025,ORD13156,P1007,4K TV,CUST2339,1979.63,4,Standard,Shipped
2022-07-08,ORD26079,P1003,Tablet,CUST2383,1956.24,1,Overnight,Cancelled
01/12/2022,ORD95320,P1008,Bluetooth Speaker,CUST5017,1759.93,3,Overnight,Pending
11-25-2022,ORD57597,P1002,Laptop,CUST7750,1225.53,1,Expedited,Pending
2022-01-06,ORD10965,P1001,Smartphone,CUST5833,1628.46,3,Expedited,Shipped
06-21-2020,ORD78325,P1004,Smartwatch,CUST7758,1045.91,5,Overnight,Cancelled
2025-11-30,ORD47699,P1006,Gaming Console,CUST2091,1785.27,3,Standard,Shipped
2023-03-16,ORD42159,P1008,Bluetooth Speaker,CUST7333,647.58,1,Overnight,Cancelled
09/03/2024,ORD12412,P1006,Gaming Console,CUST4574,1086.56,5,Overnight,Cancelled
11-18-2025,ORD52581,P1003,Tablet,CUST2163,329.69,3,Standard,Shipped
2021-10-18,ORD35178,P1006,Gaming Console,CUST9868,652.16,2,Expedited,Cancelled
07/18/2024,ORD14337,P1009,External Hard Drive,CUST3723,1679.54,3,Overnight,Pending
2025-02-04,ORD58282,P1003,Tablet,CUST9214,1599.86,1,Overnight,Delivered
02/12/2022,ORD53865,P1002,Laptop,CUST8060,1057.22,3,Standard,Delivered
2025-10-04,ORD11677,P1006,Gaming Console,CUST3428,1208.47,4,Standard,Cancelled
07/02/2021,ORD53320,P1002,Laptop,CUST2924,512.4,1,Standard,Shipped
2022-06-17,ORD37756,P1003,Tablet,CUST5756,1034.75,3,Expedited,Delivered
09-13-2024,ORD39136,P1005,Wireless Earbuds,CUST3558,1655.63,3,Standard,Shipped
05-26-2022,ORD37090,P1003,Tablet,CUST2163,1885.37,3,Expedited,Pending
2024-04-14,ORD46887,P1006,Gaming Console,CUST5985,394.14,3,Expedited,Delivered
2023-07-15,ORD23812,P1001,Smartphone,CUST2434,38.05,2,Expedited,Cancelled
02/23/2024,ORD69182,P1007,4K TV,CUST3261,1881.65,1,Expedited,Delivered
2022-01-22,ORD39951,P1005,Wireless Earbuds,CUST1166,77.57,3,Expedited,Delivered
2022-11-28,ORD99606,P1007,4K TV,CUST9768,784.83,3,Expedited,Pending
2025-03-29,ORD79861,P1007,4K TV,CUST3187,1512.27,2,Standard,Delivered
09-29-2025,ORD51656,P1003,Tablet,CUST9391,1830.96,2,Standard,Pending
01-30-2025,ORD22365,P1005,Wireless Earbuds,CUST5424,779.39,2,Standard,Delivered
02/01/2025,ORD98694,P1006,Gaming Console,CUST3971,666.41,4,Expedited,Delivered
05-29-2025,ORD88341,P1002,Laptop,CUST3511,1595.63,5,Overnight,Delivered
2024-11-21,ORD71673,P1005,Wireless Earbuds,CUST6071,1699.31,3,Standard,Cancelled
06/05/2020,ORD25738,P1010,Mechanical Keyboard,CUST2454,497.47,2,Overnight,Pending
12-24-2020,ORD20765,P1001,Smartphone,CUST2434,54.53,3,Overnight,Delivered
01/26/2021,ORD35608,P1006,Gaming Console,CUST8636,1915.8,3,Expedited,Delivered
07-30-2023,ORD78875,P1006,Gaming Console,CUST6740,88.09,3,Overnight,Cancelled
04-20-2021,ORD14401,P1002,Laptop,CUST8245,491.77,5,Overnight,Delivered
2023-06-13,ORD93729,P1010,Mechanical Keyboard,CUST5641,1469.54,2,Standard,Pending
2024-11-24,ORD60677,P1002,Laptop,CUST4928,1283.36,5,Expedited,Cancelled
2024-12-15,ORD57781,P1002,Laptop,CUST1296,1539.4,2,Standard,Delivered
09-02-2023,ORD69576,P1001,Smartphone,CUST2008,1909.9,4,Standard,Delivered
07/09/2021,ORD12084,P1005,Wireless Earbuds,CUST6772,328.27,1,Expedited,Pending
09/08/2024,ORD84872,P1008,Bluetooth Speaker,CUST4886,852.8,4,Standard,Pending
11/14/2025,ORD83484,P1007,4K TV,CUST3297,435.36,4,Standard,Delivered
2024-05-29,ORD45598,P1009,External Hard Drive,CUST7758,1473.48,5,Expedited,Pending
01/03/2022,ORD25501,P1005,Wireless Earbuds,CUST6118,147.16,3,Standard,Delivered
01-13-2024,ORD73582,P1004,Smartwatch,CUST5724,1333.13,5,Standard,Shipped
2024-08-22,ORD17111,P1009,External Hard Drive,CUST6772,1477.08,5,Expedited,Delivered
08-05-2021,ORD57357,P1001,Smartphone,CUST7656,1528.29,3,Overnight,Pending
2020-10-05,ORD65784,P1003,Tablet,CUST7281,402.05,5,Overnight,Shipped
12/07/2025,ORD82384,P1002,Laptop,CUST6038,1602.0,3,Standard,Delivered
2023-03-15,ORD68133,P1001,Smartphone,CUST7044,99.74,1,Overnight,Pending
12-15-2025,ORD39703,P1003,Tablet,CUST6071,790.86,1,Standard,Cancelled
2023-12-13,ORD18467,P1002,Laptop,CUST2609,356.28,1,Expedited,Pending
03/04/2023,ORD99442,P1004,Smartwatch,CUST3056,1108.54,1,Expedited,Pending
01/27/2024,ORD47917,P1001,Smartphone,CUST5755,686.42,3,Expedited,Cancelled
2020-04-25,ORD99141,P1009,External Hard Drive,CUST5620,1963.55,4,Expedited,Cancelled
10-02-2023,ORD44217,P1007,4K TV,CUST1602,1212.44,5,Standard,Shipped
04/04/2020,ORD81757,P1007,4K TV,CUST6891,844.41,3,Expedited,Delivered
2023-05-19,ORD55908,P1005,Wireless Earbuds,CUST6818,49.43,2,Standard,Pending
06/16/2024,ORD96334,P1009,External Hard Drive,CUST3261,444.45,4,Overnight,Shipped
2021-05-09,ORD87425,P1002,Laptop,CUST6688,1670.92,2,Standard,Pending
08-03-2021,ORD70063,P1009,External Hard Drive,CUST3526,1455.67,1,Overnight,Delivered
2022-10-05,ORD95109,P1005,Wireless Earbuds,CUST6835,1842.65,2,Expedited,Shipped
10-01-2023,ORD19294,P1003,Tablet,CUST7128,1343.21,2,Overnight,Delivered
2024-06-10,ORD67325,P1007,4K TV,CUST4485,49.85,5,Overnight,Cancelled
03/30/2022,ORD48494,P1010,Mechanical Keyboard,CUST3100,197.57,1,Expedited,Shipped
2021-02-27,ORD37703,P1001,Smartphone,CUST6385,463.47,3,Standard,Pending
06-01-2021,ORD16486,P1005,Wireless Earbuds,CUST4552,29.26,5,Expedited,Delivered
01-09-2021,ORD29907,P1008,Bluetooth Speaker,CUST4804,1274.05,3,Standard,Shipped
03-10-2023,ORD74531,P1002,Laptop,CUST2347,1200.24,4,Expedited,Shipped
05/05/2021,ORD53199,P1009,External Hard Drive,CUST5999,98.27,3,Standard,Shipped
10-14-2025,ORD96411,P1005,Wireless Earbuds,CUST1269,745.46,4,Overnight,Cancelled
03/21/2022,ORD49955,P1005,Wireless Earbuds,CUST5045,1619.39,3,Expedited,Pending
02-16-2020,ORD93608,P1002,Laptop,CUST4886,81.17,1,Overnight,Cancelled
03-15-2025,ORD47066,P1006,Gaming Console,CUST7456,781.06,3,Standard,Cancelled
2021-04-03,ORD26064,P1006,Gaming Console,CUST3553,837.47,3,Standard,Delivered
09/24/2024,ORD62273,P1001,Smartphone,CUST2340,1120.59,2,Expedited,Shipped
09-09-2023,ORD75101,P1004,Smartwatch,CUST9593,415.36,2,Expedited,Delivered
2020-02-19,ORD92240,P1006,Gaming Console,CUST5999,1739.12,4,Standard,Pending
03/29/2020,ORD12609,P1007,4K TV,CUST5754,1696.5,5,Standard,Delivered
06-06-2024,ORD26539,P1005,Wireless Earbuds,CUST7253,397.57,2,Expedited,Delivered
08-01-2021,ORD93995,P1008,Bluetooth Speaker,CUST6174,1468.34,3,Expedited,Pending
03/25/2022,ORD72437,P1005,Wireless Earbuds,CUST4900,339.29,2,Standard,Pending
06/10/2022,ORD41271,P1009,External Hard Drive,CUST5549,1294.95,2,Overnight,Delivered
2021-11-05,ORD12442,P1010,Mechanical Keyboard,CUST5724,1955.51,4,Expedited,Cancelled
09/23/2025,ORD41412,P1007,4K TV,CUST5727,971.64,1,Expedited,Pending
09/13/2024,ORD70346,P1005,Wireless Earbuds,CUST7548,835.0,4,Overnight,Delivered
09-17-2025,ORD21811,P1005,Wireless Earbuds,CUST7333,1302.51,4,Expedited,Cancelled
2020-10-25,ORD70610,P1008,Bluetooth Speaker,CUST9225,846.28,1,Standard,Pending
06/20/2022,ORD49105,P1009,External Hard Drive,CUST4565,699.74,3,Standard,Pending
01/19/2021,ORD36712,P1007,4K TV,CUST6933,253.28,3,Overnight,Pending
04/08/2022,ORD47670,P1002,Laptop,CUST4750,559.58,3,Expedited,Pending
04-07-2021,ORD99774,P1010,Mechanical Keyboard,CUST7850,1873.34,2,Overnight,Shipped
11/08/2023,ORD90434,P1003,Tablet,CUST7667,1651.49,2,Overnight,Pending
10/03/2023,ORD84282,P1007,4K TV,CUST2609,1024.44,4,Overnight,Cancelled
09-07-2024,ORD54642,P1006,Gaming Console,CUST1759,1924.93,4,Standard,Shipped
2020-08-19,ORD43119,P1007,4K TV,CUST7168,537.53,1,Expedited,Pending
2020-12-06,ORD78374,P1001,Smartphone,CUST5076,536.56,2,Standard,Delivered
2024-06-15,ORD57136,P1002,Laptop,CUST7659,1467.1,3,Standard,Pending
01-01-2020,ORD73223,P1006,Gaming Console,CUST2163,1506.43,2,Expedited,Shipped
05-31-2023,ORD33822,P1009,External Hard Drive,CUST8220,324.16,5,Overnight,Cancelled
12/29/2022,ORD89789,P1001,Smartphone,CUST7987,1508.73,4,Overnight,Shipped
2022-05-20,ORD53751,P1002,Laptop,CUST5549,1601.08,3,Expedited,Delivered
05-27-2022,ORD17666,P1008,Bluetooth Speaker,CUST7418,1702.48,4,Overnight,Cancelled
11/30/2023,ORD13539,P1006,Gaming Console,CUST2454,623.87,5,Standard,Shipped
09/16/2020,ORD39055,P1009,External Hard Drive,CUST1564,102.13,1,Standard,Cancelled
2020-11-15,ORD34680,P1007,4K TV,CUST2850,236.43,2,Standard,Pending
02-13-2024,ORD54438,P1006,Gaming Console,CUST3103,669.74,1,Expedited,Pending
2021-02-17,ORD90409,P1006,Gaming Console,CUST5092,1242.05,5,Standard,Pending
12-05-2024,ORD78528,P1001,Smartphone,CUST8257,1707.77,1,Expedited,Cancelled
05/27/2021,ORD27219,P1004,Smartwatch,CUST6929,1807.73,5,Expedited,Delivered
03-13-2024,ORD51289,P1008,Bluetooth Speaker,CUST8880,655.16,2,Standard,Cancelled
2020-05-11,ORD80930,P1009,External Hard Drive,CUST8985,1164.91,4,Overnight,Cancelled
09-09-2022,ORD10261,P1009,External Hard Drive,CUST5608,474.31,1,Overnight,Delivered
2020-03-20,ORD52638,P1005,Wireless Earbuds,CUST2156,1890.14,1,Overnight,Delivered
04-14-2024,ORD37979,P1008,Bluetooth Speaker,CUST5755,908.07,3,Expedited,Delivered
08/01/2023,ORD91286,P1001,Smartphone,CUST3315,1333.63,2,Expedited,Delivered
03/25/2024,ORD26624,P1001,Smartphone,CUST4731,53.27,2,Standard,Pending
12/20/2022,ORD93637,P1004,Smartwatch,CUST2097,471.7,5,Standard,Delivered
04/19/2022,ORD39131,P1004,Smartwatch,CUST9602,897.48,2,Standard,Shipped
05/07/2023,ORD46792,P1010,Mechanical Keyboard,CUST6911,1942.63,5,Standard,Pending
2023-10-27,ORD84575,P1007,4K TV,CUST2757,471.09,2,Overnight,Pending
2024-06-14,ORD83458,P1004,Smartwatch,CUST7681,879.3,2,Expedited,Cancelled
10-19-2020,ORD80026,P1003,Tablet,CUST4977,1724.4,4,Overnight,Shipped
06-22-2022,ORD25575,P1001,Smartphone,CUST5608,1859.2,4,Overnight,Cancelled
11/01/2024,ORD91317,P1006,Gaming Console,CUST8134,1829.71,5,Overnight,Pending
2025-07-19,ORD80426,P1002,Laptop,CUST1020,1072.46,1,Overnight,Pending
01-15-2025,ORD48372,P1003,Tablet,CUST4795,836.34,1,Expedited,Delivered
01/12/2021,ORD67495,P1009,External Hard Drive,CUST8880,1738.86,3,Overnight,Pending
2024-12-26,ORD47442,P1009,External Hard Drive,CUST4701,1537.5,2,Standard,Pending
02-16-2023,ORD50439,P1009,External Hard Drive,CUST2881,513.8,1,Expedited,Shipped
2022-10-10,ORD78557,P1003,Tablet,CUST6117,824.74,3,Standard,Delivered
05-24-2022,ORD21917,P1001,Smartphone,CUST3378,1812.12,4,Standard,Pending
12-21-2025,ORD66867,P1006,Gaming Console,CUST1169,1015.49,2,Overnight,Pending
12/13/2020,ORD62170,P1009,External Hard Drive,CUST8802,1118.5,4,Expedited,Delivered
2025-01-28,ORD10936,P1007,4K TV,CUST4267,1739.79,4,Overnight,Shipped
03/11/2025,ORD48663,P1005,Wireless Earbuds,CUST7472,266.92,1,Expedited,Pending
2024-04-02,ORD48690,P1003,Tablet,CUST6118,1754.1,4,Expedited,Delivered
2020-04-05,ORD38532,P1003,Tablet,CUST2584,1141.06,1,Standard,Shipped
2021-06-26,ORD74091,P1003,Tablet,CUST5032,1557.87,5,Expedited,Shipped
2021-02-12,ORD70803,P1003,Tablet,CUST8257,248.19,1,Overnight,Shipped
05-16-2021,ORD86206,P1010,Mechanical Keyboard,CUST8260,1367.04,2,Overnight,Cancelled
09-05-2025,ORD34300,P1002,Laptop,CUST6436,1014.89,3,Expedited,Delivered
2022-06-22,ORD75630,P1006,Gaming Console,CUST2828,616.79,1,Overnight,Shipped
01-29-2022,ORD76767,P1007,4K TV,CUST6118,1103.83,4,Standard,Shipped
08/15/2023,ORD61610,P1009,External Hard Drive,CUST8327,1678.58,3,Expedited,Pending
09-25-2023,ORD17611,P1008,Bluetooth Speaker,CUST6754,1683.79,3,Expedited,Pending
03-30-2023,ORD45448,P1005,Wireless Earbuds,CUST8257,206.67,1,Standard,Shipped
2023-06-08,ORD10706,P1010,Mechanical Keyboard,CUST1269,434.58,5,Overnight,Cancelled
03-11-2024,ORD78025,P1003,Tablet,CUST6261,1085.41,3,Expedited,Delivered
02-22-2025,ORD47810,P1010,Mechanical Keyboard,CUST3723,1615.13,5,Expedited,Cancelled
04/01/2022,ORD29041,P1005,Wireless Earbuds,CUST2322,1934.84,4,Standard,Shipped
2025-05-14,ORD87244,P1005,Wireless Earbuds,CUST7476,1113.61,5,Expedited,Shipped
2025-07-18,ORD11399,P1009,External Hard Drive,CUST2285,598.11,5,Standard,Pending
04-09-2025,ORD77886,P1009,External Hard Drive,CUST7659,1482.19,4,Standard,Shipped
12-15-2021,ORD17921,P1008,Bluetooth Speaker,CUST1564,1183.35,1,Expedited,Pending
02-14-2024,ORD60524,P1002,Laptop,CUST5415,1603.11,2,Overnight,Delivered
02/06/2024,ORD96767,P1009,External Hard Drive,CUST3896,187.34,4,Overnight,Pending
12/22/2020,ORD21359,P1003,Tablet,CUST5608,916.14,1,Standard,Delivered
10/17/2025,ORD30176,P1002,Laptop,CUST7654,1090.57,4,Overnight,Delivered
2022-07-28,ORD99159,P1007,4K TV,CUST7967,998.58,3,Expedited,Delivered
2024-12-13,ORD28289,P1008,Bluetooth Speaker,CUST2998,1106.77,4,Overnight,Shipped
2021-07-12,ORD20244,P1003,Tablet,CUST9685,1894.19,4,Standard,Pending
2021-10-22,ORD46109,P1004,Smartwatch,CUST8327,1960.82,1,Overnight,Cancelled
09-12-2022,ORD55927,P1002,Laptop,CUST1504,315.17,4,Standard,Delivered
2021-06-04,ORD25659,P1007,4K TV,CUST3139,579.64,3,Standard,Shipped
05/09/2023,ORD86869,P1006,Gaming Console,CUST3339,1646.09,4,Expedited,Delivered
2023-02-08,ORD79197,P1003,Tablet,CUST1264,330.8,3,Standard,Shipped
12-29-2024,ORD81464,P1005,Wireless Earbuds,CUST6207,1259.03,1,Standard,Cancelled
2025-07-05,ORD96721,P1004,Smartwatch,CUST4802,914.16,4,Expedited,Cancelled
2024-05-07,ORD66667,P1004,Smartwatch,CUST3723,477.93,3,Expedited,Pending
04-14-2021,ORD25245,P1010,Mechanical Keyboard,CUST6094,112.0,1,Overnight,Shipped
05-21-2022,ORD11658,P1002,Laptop,CUST5040,1183.85,4,Expedited,Pending
06-05-2022,ORD79808,P1001,Smartphone,CUST6278,1394.24,3,Expedited,Cancelled
02-04-2020,ORD23638,P1007,4K TV,CUST4565,1542.36,4,Expedited,Pending
12-02-2022,ORD67716,P1005,Wireless Earbuds,CUST9078,588.23,2,Expedited,Pending
08-09-2022,ORD34571,P1002,Laptop,CUST2091,389.8,4,Overnight,Cancelled
02-27-2021,ORD38846,P1004,Smartwatch,CUST8000,1869.49,5,Expedited,Delivered
11/20/2020,ORD68119,P1008,Bluetooth Speaker,CUST6911,794.85,1,Expedited,Cancelled
10/19/2023,ORD84059,P1005,Wireless Earbuds,CUST4003,1382.14,2,Expedited,Shipped
12-27-2021,ORD87694,P1005,Wireless Earbuds,CUST5823,367.58,1,Overnight,Cancelled
02/03/2021,ORD87897,P1004,Smartwatch,CUST3275,898.02,2,Expedited,Cancelled
2023-02-16,ORD57929,P1010,Mechanical Keyboard,CUST4287,326.29,4,Expedited,Delivered
05-31-2023,ORD62649,P1006,Gaming Console,CUST4630,975.55,1,Overnight,Shipped
2020-11-28,ORD25340,P1004,Smartwatch,CUST8802,1543.23,2,Standard,Cancelled
2022-06-06,ORD13413,P1007,4K TV,CUST8749,1664.98,2,Standard,Delivered
01-21-2021,ORD28690,P1003,Tablet,CUST5802,1115.46,5,Expedited,Shipped
04/28/2020,ORD43248,P1001,Smartphone,CUST7681,38.77,5,Expedited,Cancelled
06-04-2024,ORD63963,P1003,Tablet,CUST2354,1217.93,1,Overnight,Pending
12-11-2024,ORD38678,P1002,Laptop,CUST1871,1920.2,3,Expedited,Delivered
2024-12-23,ORD15005,P1007,4K TV,CUST4646,330.59,4,Standard,Cancelled
06/16/2020,ORD65115,P1008,Bluetooth Speaker,CUST5034,1502.72,3,Overnight,Shipped
02/15/2021,ORD80978,P1005,Wireless Earbuds,CUST7128,245.94,1,Expedited,Pending
06/29/2020,ORD19394,P1006,Gaming Console,CUST6007,762.03,5,Overnight,Delivered
08-04-2023,ORD25303,P1002,Laptop,CUST2850,1481.69,1,Expedited,Pending
10/18/2025,ORD82004,P1007,4K TV,CUST8741,337.68,1,Overnight,Delivered
2023-06-30,ORD51396,P1004,Smartwatch,CUST5448,1034.54,1,Overnight,Shipped
2023-04-25,ORD75126,P1006,Gaming Console,CUST7632,1266.77,5,Expedited,Shipped
08-15-2021,ORD90504,P1004,Smartwatch,CUST3378,590.0,2,Expedited,Pending
03/07/2021,ORD67281,P1005,Wireless Earbuds,CUST7880,509.37,4,Overnight,Pending
2023-02-03,ORD15765,P1006,Gaming Console,CUST8412,21.23,1,Expedited,Delivered
05/02/2024,ORD68336,P1001,Smartphone,CUST7990,163.05,3,Expedited,Delivered
12-29-2020,ORD61509,P1006,Gaming Console,CUST7968,1690.04,2,Standard,Pending
09-08-2023,ORD43069,P1001,Smartphone,CUST8540,31.91,1,Expedited,Pending
10/31/2024,ORD99977,P1002,Laptop,CUST1388,634.09,3,Expedited,Cancelled
06-17-2024,ORD52032,P1008,Bluetooth Speaker,CUST4570,1932.96,3,Overnight,Cancelled
03/03/2023,ORD88831,P1004,Smartwatch,CUST8134,1303.12,3,Expedited,Shipped
07/10/2025,ORD70631,P1009,External Hard Drive,CUST1840,607.2,1,Overnight,Pending
2025-09-03,ORD91080,P1005,Wireless Earbuds,CUST8267,493.7,2,Overnight,Cancelled
2024-01-26,ORD59467,P1008,Bluetooth Speaker,CUST2231,150.05,3,Standard,Cancelled
2020-11-24,ORD26244,P1003,Tablet,CUST9454,1007.23,1,Overnight,Delivered
2022-07-14,ORD99592,P1009,External Hard Drive,CUST3298,156.66,5,Expedited,Cancelled
2020-12-08,ORD11698,P1010,Mechanical Keyboard,CUST5092,1223.8,1,Standard,Cancelled
09-30-2021,ORD87995,P1007,4K TV,CUST1840,924.66,1,Expedited,Delivered
2022-06-17,ORD69053,P1003,Tablet,CUST1880,1102.84,4,Overnight,Cancelled
12-15-2022,ORD54373,P1003,Tablet,CUST7862,1857.16,4,Overnight,Shipped
2021-04-26,ORD58852,P1008,Bluetooth Speaker,CUST4795,656.76,4,Expedited,Pending
2022-01-28,ORD96483,P1009,External Hard Drive,CUST6312,1444.46,2,Overnight,Pending
2022-04-12,ORD94816,P1003,Tablet,CUST8741,589.25,3,Standard,Cancelled
08-16-2023,ORD49083,P1009,External Hard Drive,CUST7168,1798.47,1,Expedited,Delivered
10-13-2025,ORD56091,P1005,Wireless Earbuds,CUST4017,1177.76,1,Standard,Pending
11-06-2021,ORD54562,P1004,Smartwatch,CUST5043,805.76,5,Expedited,Pending
2021-05-09,ORD87454,P1008,Bluetooth Speaker,CUST1264,83.14,1,Standard,Cancelled
09-05-2023,ORD22408,P1008,Bluetooth Speaker,CUST5379,1752.81,4,Overnight,Pending
05-27-2024,ORD60499,P1004,Smartwatch,CUST2927,1225.8,1,Standard,Delivered
01-19-2021,ORD85425,P1007,4K TV,CUST8876,1972.6,5,Overnight,Delivered
05/07/2020,ORD77895,P1001,Smartphone,CUST1845,1792.06,2,Standard,Shipped
2024-04-01,ORD11277,P1006,Gaming Console,CUST1371,291.24,1,Standard,Cancelled
2025-12-16,ORD60355,P1003,Tablet,CUST4760,1856.48,2,Expedited,Delivered
02-13-2020,ORD89981,P1005,Wireless Earbuds,CUST5167,219.51,1,Expedited,Shipped
2023-10-07,ORD41049,P1006,Gaming Console,CUST1897,1453.06,2,Overnight,Cancelled
05/02/2023,ORD13189,P1003,Tablet,CUST7575,184.74,5,Expedited,Pending
01-26-2024,ORD11849,P1004,Smartwatch,CUST4470,1319.12,5,Standard,Pending
07/09/2025,ORD56515,P1003,Tablet,CUST7253,749.99,4,Expedited,Delivered
02/07/2024,ORD99769,P1008,Bluetooth Speaker,CUST2667,1129.06,2,Standard,Delivered
06/10/2020,ORD98693,P1001,Smartphone,CUST6150,55.41,3,Standard,Cancelled
2025-09-11,ORD47705,P1004,Smartwatch,CUST3374,1804.62,3,Expedited,Delivered
01/22/2023,ORD51066,P1005,Wireless Earbuds,CUST4802,1256.89,2,Expedited,Pending
2022-10-01,ORD18740,P1009,External Hard Drive,CUST5724,321.31,4,Expedited,Shipped
08/02/2021,ORD55685,P1007,4K TV,CUST2343,568.07,5,Overnight,Pending
2025-02-21,ORD40410,P1009,External Hard Drive,CUST1793,932.83,4,Overnight,Shipped
04-10-2020,ORD45920,P1006,Gaming Console,CUST1745,408.23,3,Overnight,Shipped
06/15/2023,ORD43947,P1009,External Hard Drive,CUST2667,1942.68,2,Standard,Pending
11-17-2024,ORD99434,P1010,Mechanical Keyboard,CUST3339,1048.3,3,Expedited,Pending
07/07/2020,ORD55651,P1009,External Hard Drive,CUST5727,1824.65,5,Overnight,Pending
12-21-2021,ORD96848,P1008,Bluetooth Speaker,CUST8060,1065.94,2,Standard,Shipped
05-30-2024,ORD42162,P1006,Gaming Console,CUST3365,84.5,3,Standard,Shipped
08/23/2023,ORD75617,P1005,Wireless Earbuds,CUST6650,454.02,2,Expedited,Delivered
10/21/2025,ORD38994,P1004,Smartwatch,CUST2927,561.74,5,Expedited,Cancelled
07/10/2025,ORD66738,P1004,Smartwatch,CUST5749,1158.14,3,Standard,Shipped
04/04/2024,ORD43489,P1005,Wireless Earbuds,CUST5657,628.53,1,Standard,Delivered
02-24-2023,ORD15577,P1005,Wireless Earbuds,CUST6436,179.0,3,Expedited,Cancelled
10-12-2025,ORD13338,P1001,Smartphone,CUST3971,1009.22,1,Standard,Pending
02/18/2023,ORD48039,P1005,Wireless Earbuds,CUST8960,575.82,3,Standard,Delivered
01/27/2023,ORD96452,P1006,Gaming Console,CUST2547,823.84,2,Standard,Delivered
06/12/2023,ORD54581,P1001,Smartphone,CUST6930,906.03,3,Standard,Delivered
2023-11-19,ORD39092,P1006,Gaming Console,CUST7023,1760.46,3,Expedited,Delivered
2020-01-02,ORD22574,P1001,Smartphone,CUST7714,682.18,5,Expedited,Shipped
05-17-2025,ORD95482,P1004,Smartwatch,CUST3006,500.63,1,Overnight,Delivered
2023-07-11,ORD14439,P1002,Laptop,CUST7862,1599.27,3,Overnight,Shipped
2022-03-23,ORD72887,P1003,Tablet,CUST4630,457.52,5,Standard,Delivered
12/22/2023,ORD20130,P1010,Mechanical Keyboard,CUST6877,1821.57,3,Overnight,Pending
2025-08-30,ORD39415,P1001,Smartphone,CUST8233,65.37,1,Standard,Shipped
